The baby on a tray in the house screamed .	scream ( agent = * baby ( nmod . on = tray ( nmod . in = * house ) ) )
A girl beside a rock passed Dylan a pen on a box .	pass ( agent = girl ( nmod . beside = rock ) , recipient = Dylan , theme = pen ( nmod . on = box ) )
A driver beside the bed smiled .	smile ( agent = driver ( nmod . beside = * bed ) )
A scientist on the desk admired the cake beside the chair .	admire ( agent = scientist ( nmod . on = * desk ) , theme = * cake ( nmod . beside = * chair ) )
The cake on a stage was floated .	float ( theme = * cake ( nmod . on = stage ) )
A cat on a chair stabbed a cake .	stab ( agent = cat ( nmod . on = chair ) , theme = cake )
The lamb beside a toy ran .	run ( agent = * lamb ( nmod . beside = toy ) )
A bear beside a chair napped .	nap ( agent = bear ( nmod . beside = chair ) )
A horse on the cake investigated the melon on a box .	investigate ( agent = horse ( nmod . on = * cake ) , theme = * melon ( nmod . on = box ) )
The visitor in a garden was passed the donut on a table .	pass ( recipient = * visitor ( nmod . in = garden ) , theme = * donut ( nmod . on = table ) )
A donut beside a stage was rolled by a cat in a house .	roll ( theme = donut ( nmod . beside = stage ) , agent = cat ( nmod . in = house ) )
The girl on a tree wished to run .	wish ( agent = * girl ( nmod . on = tree ) , xcomp = run ( agent = * girl ( nmod . on = tree ) ) )
The baby on the chair was fed the cake in the cot .	feed ( recipient = * baby ( nmod . on = * chair ) , theme = * cake ( nmod . in = * cot ) )
The researcher in a room ate the baby .	eat ( agent = * researcher ( nmod . in = room ) , theme = * baby )
The cat in a house dusted .	dust ( agent = * cat ( nmod . in = house ) )
A girl in the bakery preferred to read .	prefer ( agent = girl ( nmod . in = * bakery ) , xcomp = read ( agent = girl ( nmod . in = * bakery ) ) )
A child on a tray wanted to hunt .	want ( agent = child ( nmod . on = tray ) , xcomp = hunt ( agent = child ( nmod . on = tray ) ) )
A lion in the hole was given a rose by the girl in a car .	give ( recipient = lion ( nmod . in = * hole ) , theme = rose , agent = * girl ( nmod . in = car ) )
A citizen in a house rolled .	roll ( theme = citizen ( nmod . in = house ) )
The girl on the platter noticed that the politician beside a stage gave the frog a cake .	notice ( agent = * girl ( nmod . on = * platter ) , ccomp = give ( agent = * politician ( nmod . beside = stage ) , recipient = * frog , theme = cake ) )
A cat beside a stage discovered a ball .	discover ( agent = cat ( nmod . beside = stage ) , theme = ball )
A girl in the house ate .	eat ( agent = girl ( nmod . in = * house ) )
The ring on the table was given to a baby by the girl on the bed .	give ( theme = * ring ( nmod . on = * table ) , recipient = baby , agent = * girl ( nmod . on = * bed ) )
The cake in a cup was helped .	help ( theme = * cake ( nmod . in = cup ) )
A girl in a garden was served the doll by the bunny on the pedestal .	serve ( recipient = girl ( nmod . in = garden ) , theme = * doll , agent = * bunny ( nmod . on = * pedestal ) )
The girl in a bathtub was given a cake in the house .	give ( recipient = * girl ( nmod . in = bathtub ) , theme = cake ( nmod . in = * house ) )
A girl in a cage knew .	know ( agent = girl ( nmod . in = cage ) )
The child in a pyramid observed .	observe ( agent = * child ( nmod . in = pyramid ) )
A king on a table tolerated that a balloon beside the bear was liked .	tolerate ( agent = king ( nmod . on = table ) , ccomp = like ( theme = balloon ( nmod . beside = * bear ) ) )
The princess beside a machine was given the balloon beside a headmaster .	give ( recipient = * princess ( nmod . beside = machine ) , theme = * balloon ( nmod . beside = headmaster ) )
A frog in the bunker helped a cake .	help ( agent = frog ( nmod . in = * bunker ) , theme = cake )
A pony on a TV was slipped a drink by the boy in the room .	slip ( recipient = pony ( nmod . on = TV ) , theme = drink , agent = * boy ( nmod . in = * room ) )
The professor on a table was given a donut in a glass .	give ( recipient = * professor ( nmod . on = table ) , theme = donut ( nmod . in = glass ) )
A child beside a bed was wired a weapon .	wire ( recipient = child ( nmod . beside = bed ) , theme = weapon )
The monster beside a road smiled .	smile ( agent = * monster ( nmod . beside = road ) )
A girl beside the bike in the house burned the donut .	burn ( agent = girl ( nmod . beside = * bike ( nmod . in = * house ) ) , theme = * donut )
A raisin beside a vehicle rolled .	roll ( theme = raisin ( nmod . beside = vehicle ) )
The girl in the garden slid the cake .	slide ( agent = * girl ( nmod . in = * garden ) , theme = * cake )
A ball on the stage was slid by a princess on a corpse .	slide ( theme = ball ( nmod . on = * stage ) , agent = princess ( nmod . on = corpse ) )
The cat beside a trainee hoped that a bucket on the tree was eaten .	hope ( agent = * cat ( nmod . beside = trainee ) , ccomp = eat ( theme = bucket ( nmod . on = * tree ) ) )
The girl on the blanket was slipped the cake .	slip ( recipient = * girl ( nmod . on = * blanket ) , theme = * cake )
A doll on a table was eaten .	eat ( theme = doll ( nmod . on = table ) )
A plate on a chair was eaten by the customer beside the book .	eat ( theme = plate ( nmod . on = chair ) , agent = * customer ( nmod . beside = * book ) )
The girl beside the table dusted the baby .	dust ( agent = * girl ( nmod . beside = * table ) , theme = * baby )
The mother on a table was sent the spoon .	send ( recipient = * mother ( nmod . on = table ) , theme = * spoon )
The girl in the house liked a cake beside a bed .	like ( agent = * girl ( nmod . in = * house ) , theme = cake ( nmod . beside = bed ) )
The cookie in a storage was offered to Aiden by the baby beside the stage .	offer ( theme = * cookie ( nmod . in = storage ) , recipient = Aiden , agent = * baby ( nmod . beside = * stage ) )
A student on a tree sneezed .	sneeze ( agent = student ( nmod . on = tree ) )
A turkey beside a log was given the crayon on the table .	give ( recipient = turkey ( nmod . beside = log ) , theme = * crayon ( nmod . on = * table ) )
A frog in the house was wired a cake by a baby beside the chair .	wire ( recipient = frog ( nmod . in = * house ) , theme = cake , agent = baby ( nmod . beside = * chair ) )
A rose on a stage was helped .	help ( theme = rose ( nmod . on = stage ) )
A girl on a train was given a cake .	give ( recipient = girl ( nmod . on = train ) , theme = cake )
A girl on the table liked that the sailor in the house froze .	like ( agent = girl ( nmod . on = * table ) , ccomp = freeze ( theme = * sailor ( nmod . in = * house ) ) )
The wolf in the box noticed that a donkey on the table was given a balloon .	notice ( agent = * wolf ( nmod . in = * box ) , ccomp = give ( recipient = donkey ( nmod . on = * table ) , theme = balloon ) )
The girl on a plate liked that a boy beside the bag split .	like ( agent = * girl ( nmod . on = plate ) , ccomp = split ( theme = boy ( nmod . beside = * bag ) ) )
A girl in a car ate .	eat ( agent = girl ( nmod . in = car ) )
The mouse on the seat liked that the cup beside the table was valued .	like ( agent = * mouse ( nmod . on = * seat ) , ccomp = value ( theme = * cup ( nmod . beside = * table ) ) )
A girl in a room preferred to walk .	prefer ( agent = girl ( nmod . in = room ) , xcomp = walk ( agent = girl ( nmod . in = room ) ) )
The donut in a house was eaten by the girl in a soup .	eat ( theme = * donut ( nmod . in = house ) , agent = * girl ( nmod . in = soup ) )
A girl in the house forwarded Victoria a gumball in the shoe .	forward ( agent = girl ( nmod . in = * house ) , recipient = Victoria , theme = gumball ( nmod . in = * shoe ) )
The drink on the pillow was burned .	burn ( theme = * drink ( nmod . on = * pillow ) )
The girl on a bed slid .	slide ( theme = * girl ( nmod . on = bed ) )
A prisoner in the pool was forwarded the donut .	forward ( recipient = prisoner ( nmod . in = * pool ) , theme = * donut )
The cake in the trap was thrown by the girl on the bike .	throw ( theme = * cake ( nmod . in = * trap ) , agent = * girl ( nmod . on = * bike ) )
A boy in the trailer poked the girl beside a table .	poke ( agent = boy ( nmod . in = * trailer ) , theme = * girl ( nmod . beside = table ) )
The girl on the surface ate Michael .	eat ( agent = * girl ( nmod . on = * surface ) , theme = Michael )
The champion beside a table liked a cake on the computer .	like ( agent = * champion ( nmod . beside = table ) , theme = cake ( nmod . on = * computer ) )
The girl on the sock was lent the sandwich .	lend ( recipient = * girl ( nmod . on = * sock ) , theme = * sandwich )
The dog beside the keyboard on a table called .	call ( agent = * dog ( nmod . beside = * keyboard ( nmod . on = table ) ) )
The boy in the vase sent the cake on a table to a cat .	send ( agent = * boy ( nmod . in = * vase ) , theme = * cake ( nmod . on = table ) , recipient = cat )
The puppy on the seat poked the boy .	poke ( agent = * puppy ( nmod . on = * seat ) , theme = * boy )
The girl on the table preferred to walk .	prefer ( agent = * girl ( nmod . on = * table ) , xcomp = walk ( agent = * girl ( nmod . on = * table ) ) )
A pumpkin beside a house beside the dragon was painted .	paint ( theme = pumpkin ( nmod . beside = house ( nmod . beside = * dragon ) ) )
The drink in the house was adored .	adore ( theme = * drink ( nmod . in = * house ) )
The child on the pad ate the cat .	eat ( agent = * child ( nmod . on = * pad ) , theme = * cat )
A student in a pot liked the girl on a chair .	like ( agent = student ( nmod . in = pot ) , theme = * girl ( nmod . on = chair ) )
A cat on a sofa slept .	sleep ( agent = cat ( nmod . on = sofa ) )
A baby on the chair saw the bear .	see ( agent = baby ( nmod . on = * chair ) , theme = * bear )
A teacher in a glass was slipped a cookie on a stage .	slip ( recipient = teacher ( nmod . in = glass ) , theme = cookie ( nmod . on = stage ) )
A bear in the hole was given a cake on a rock .	give ( recipient = bear ( nmod . in = * hole ) , theme = cake ( nmod . on = rock ) )
A cat on the computer noticed that the teacher beside the book valued the boy .	notice ( agent = cat ( nmod . on = * computer ) , ccomp = value ( agent = * teacher ( nmod . beside = * book ) , theme = * boy ) )
A girl in a house wished to run .	wish ( agent = girl ( nmod . in = house ) , xcomp = run ( agent = girl ( nmod . in = house ) ) )
A teacher beside the table burned the producer on the road .	burn ( agent = teacher ( nmod . beside = * table ) , theme = * producer ( nmod . on = * road ) )
A giraffe in the bag was given a donut .	give ( recipient = giraffe ( nmod . in = * bag ) , theme = donut )
A strawberry beside a machine was thrown by a lion on a box .	throw ( theme = strawberry ( nmod . beside = machine ) , agent = lion ( nmod . on = box ) )
A boy beside a book was lent a cake by a producer in a house .	lend ( recipient = boy ( nmod . beside = book ) , theme = cake , agent = producer ( nmod . in = house ) )
The girl on the table was lent a brick .	lend ( recipient = * girl ( nmod . on = * table ) , theme = brick )
The wolf in the house offered the donut on the dish to Sophia .	offer ( agent = * wolf ( nmod . in = * house ) , theme = * donut ( nmod . on = * dish ) , recipient = Sophia )
The frog on a mattress ate the radio on the bike .	eat ( agent = * frog ( nmod . on = mattress ) , theme = * radio ( nmod . on = * bike ) )
A girl in a house was passed a weapon .	pass ( recipient = girl ( nmod . in = house ) , theme = weapon )
A horse in the van ate .	eat ( agent = horse ( nmod . in = * van ) )
A hero in the house yearned to run .	yearn ( agent = hero ( nmod . in = * house ) , xcomp = run ( agent = hero ( nmod . in = * house ) ) )
A girl on a boat cooked .	cook ( agent = girl ( nmod . on = boat ) )
The boy in a can slid Emma .	slide ( agent = * boy ( nmod . in = can ) , theme = Emma )
The penguin in the drawer rolled the donut beside the computer .	roll ( agent = * penguin ( nmod . in = * drawer ) , theme = * donut ( nmod . beside = * computer ) )
The cat beside the table painted .	paint ( agent = * cat ( nmod . beside = * table ) )
A girl on the rug itched to smirk .	itch ( agent = girl ( nmod . on = * rug ) , xcomp = smirk ( agent = girl ( nmod . on = * rug ) ) )
A girl on the table helped Emma .	help ( agent = girl ( nmod . on = * table ) , theme = Emma )
A purse beside a monk was adored by a tiger beside the painting .	adore ( theme = purse ( nmod . beside = monk ) , agent = tiger ( nmod . beside = * painting ) )
A balloon on a stage was eaten .	eat ( theme = balloon ( nmod . on = stage ) )
The butterfly on a stage rolled .	roll ( theme = * butterfly ( nmod . on = stage ) )
The girl on a branch floated .	float ( theme = * girl ( nmod . on = branch ) )
A cake beside the stage rolled .	roll ( theme = cake ( nmod . beside = * stage ) )
The customer in a house yearned to run .	yearn ( agent = * customer ( nmod . in = house ) , xcomp = run ( agent = * customer ( nmod . in = house ) ) )
The girl on the table was given a cake .	give ( recipient = * girl ( nmod . on = * table ) , theme = cake )
A deer beside the house slept .	sleep ( agent = deer ( nmod . beside = * house ) )
A cat on the table wished that a boy beside the road posted the glue to a girl .	wish ( agent = cat ( nmod . on = * table ) , ccomp = post ( agent = boy ( nmod . beside = * road ) , theme = * glue , recipient = girl ) )
A dog beside the seat screamed .	scream ( agent = dog ( nmod . beside = * seat ) )
The frog on a cot dusted a cookie .	dust ( agent = * frog ( nmod . on = cot ) , theme = cookie )
The cat in a house adored the donut on a stage .	adore ( agent = * cat ( nmod . in = house ) , theme = * donut ( nmod . on = stage ) )
The baby on the desk was given the melon by the boy beside the car .	give ( recipient = * baby ( nmod . on = * desk ) , theme = * melon , agent = * boy ( nmod . beside = * car ) )
The guy beside the table nursed .	nurse ( agent = * guy ( nmod . beside = * table ) )
The manager in the glass wanted to sleep .	want ( agent = * manager ( nmod . in = * glass ) , xcomp = sleep ( agent = * manager ( nmod . in = * glass ) ) )
A cat on a table liked the cake .	like ( agent = cat ( nmod . on = table ) , theme = * cake )
The politician beside the book cried .	cry ( agent = * politician ( nmod . beside = * book ) )
The prince in the house wanted to walk .	want ( agent = * prince ( nmod . in = * house ) , xcomp = walk ( agent = * prince ( nmod . in = * house ) ) )
A boy in a house hunted .	hunt ( agent = boy ( nmod . in = house ) )
A girl on the surface screamed .	scream ( agent = girl ( nmod . on = * surface ) )
The cake on the stage was grown .	grow ( theme = * cake ( nmod . on = * stage ) )
The penguin in the box liked that a girl on a table smiled .	like ( agent = * penguin ( nmod . in = * box ) , ccomp = smile ( agent = girl ( nmod . on = table ) ) )
A pig on the stage missed Liam .	miss ( agent = pig ( nmod . on = * stage ) , theme = Liam )
A cat beside the machine touched Olivia .	touch ( agent = cat ( nmod . beside = * machine ) , theme = Olivia )
A cat beside a table wanted to sleep .	want ( agent = cat ( nmod . beside = table ) , xcomp = sleep ( agent = cat ( nmod . beside = table ) ) )
A boy beside a stage slid the drink .	slide ( agent = boy ( nmod . beside = stage ) , theme = * drink )
A box in a house was packed .	pack ( theme = box ( nmod . in = house ) )
A girl in a house ate Emma .	eat ( agent = girl ( nmod . in = house ) , theme = Emma )
A girl on the stage rolled a bee .	roll ( agent = girl ( nmod . on = * stage ) , theme = bee )
The teacher on the table rolled .	roll ( theme = * teacher ( nmod . on = * table ) )
The cake in a garden was tolerated by the girl in a house .	tolerate ( theme = * cake ( nmod . in = garden ) , agent = * girl ( nmod . in = house ) )
A girl on the table noticed .	notice ( agent = girl ( nmod . on = * table ) )
The dog on the platter beside a stage slept .	sleep ( agent = * dog ( nmod . on = * platter ( nmod . beside = stage ) ) )
The frog in a room juggled .	juggle ( agent = * frog ( nmod . in = room ) )
A girl in the box was given the hat on a table .	give ( recipient = girl ( nmod . in = * box ) , theme = * hat ( nmod . on = table ) )
A cake on the bench was eaten .	eat ( theme = cake ( nmod . on = * bench ) )
A cake beside the valve was eaten .	eat ( theme = cake ( nmod . beside = * valve ) )
A scientist on a plate in a pod discovered Emma .	discover ( agent = scientist ( nmod . on = plate ( nmod . in = pod ) ) , theme = Emma )
The girl beside a chair planned to sleep .	plan ( agent = * girl ( nmod . beside = chair ) , xcomp = sleep ( agent = * girl ( nmod . beside = chair ) ) )
The donut beside the toy was held .	hold ( theme = * donut ( nmod . beside = * toy ) )
The girl beside a table slept .	sleep ( agent = * girl ( nmod . beside = table ) )
The director on a table was given a cake .	give ( recipient = * director ( nmod . on = table ) , theme = cake )
A mouse in a cage liked that the cat on the table wanted to sneeze .	like ( agent = mouse ( nmod . in = cage ) , ccomp = want ( agent = * cat ( nmod . on = * table ) , xcomp = sneeze ( agent = * cat ( nmod . on = * table ) ) ) )
The girl in a shoe froze .	freeze ( theme = * girl ( nmod . in = shoe ) )
The baby in a cup was sold the ball .	sell ( recipient = * baby ( nmod . in = cup ) , theme = * ball )
A cake in the condo was frozen by the boy in a room .	freeze ( theme = cake ( nmod . in = * condo ) , agent = * boy ( nmod . in = room ) )
The boy in a house preferred to paint .	prefer ( agent = * boy ( nmod . in = house ) , xcomp = paint ( agent = * boy ( nmod . in = house ) ) )
The horse on the stack loaned the lollipop on a table to Isaac .	loan ( agent = * horse ( nmod . on = * stack ) , theme = * lollipop ( nmod . on = table ) , recipient = Isaac )
The cat on the table awarded a cake on the stand to Oliver .	award ( agent = * cat ( nmod . on = * table ) , theme = cake ( nmod . on = * stand ) , recipient = Oliver )
The cake beside a trophy shortened .	shorten ( theme = * cake ( nmod . beside = trophy ) )
A cookie beside a book was brought to Emma by the girl in a nest .	bring ( theme = cookie ( nmod . beside = book ) , recipient = Emma , agent = * girl ( nmod . in = nest ) )
A crayon on a table was valued by the sheep in the bush .	value ( theme = crayon ( nmod . on = table ) , agent = * sheep ( nmod . in = * bush ) )
The cat in a house studied a boy .	study ( agent = * cat ( nmod . in = house ) , theme = boy )
The teacher on the table gave Liam a cake on the tripod .	give ( agent = * teacher ( nmod . on = * table ) , recipient = Liam , theme = cake ( nmod . on = * tripod ) )
The customer beside a computer in the tin intended to walk .	intend ( agent = * customer ( nmod . beside = computer ( nmod . in = * tin ) ) , xcomp = walk ( agent = * customer ( nmod . beside = computer ( nmod . in = * tin ) ) ) )
A girl on a rock smiled .	smile ( agent = girl ( nmod . on = rock ) )
The deer in a house hunted a melon .	hunt ( agent = * deer ( nmod . in = house ) , theme = melon )
A mouse beside a table liked a chicken .	like ( agent = mouse ( nmod . beside = table ) , theme = chicken )
The girl in the vehicle was rented a cake by the champion on a table .	rent ( recipient = * girl ( nmod . in = * vehicle ) , theme = cake , agent = * champion ( nmod . on = table ) )
A present beside the table was dusted .	dust ( theme = present ( nmod . beside = * table ) )
A cake in a cot was found .	find ( theme = cake ( nmod . in = cot ) )
The cake on a corpse was shortened .	shorten ( theme = * cake ( nmod . on = corpse ) )
The monkey on the leaflet was given a doll in the room .	give ( recipient = * monkey ( nmod . on = * leaflet ) , theme = doll ( nmod . in = * room ) )
The teacher beside a machine liked that the dog beside a barrel cried .	like ( agent = * teacher ( nmod . beside = machine ) , ccomp = cry ( agent = * dog ( nmod . beside = barrel ) ) )
A dog on a table passed the donut to the girl .	pass ( agent = dog ( nmod . on = table ) , theme = * donut , recipient = * girl )
A girl on the box was lent the balloon beside a table .	lend ( recipient = girl ( nmod . on = * box ) , theme = * balloon ( nmod . beside = table ) )
The mouse beside the log ate .	eat ( agent = * mouse ( nmod . beside = * log ) )
A coach beside a painting was sold the cake by a girl beside the chair .	sell ( recipient = coach ( nmod . beside = painting ) , theme = * cake , agent = girl ( nmod . beside = * chair ) )
The boy beside a cabinet danced .	dance ( agent = * boy ( nmod . beside = cabinet ) )
The girl beside the tree was sent a donut by the butterfly in a box .	send ( recipient = * girl ( nmod . beside = * tree ) , theme = donut , agent = * butterfly ( nmod . in = box ) )
A cat beside the table froze a baby .	freeze ( agent = cat ( nmod . beside = * table ) , theme = baby )
A girl on a stage respected that the consumer on a bible offered the pancake to a teacher .	respect ( agent = girl ( nmod . on = stage ) , ccomp = offer ( agent = * consumer ( nmod . on = bible ) , theme = * pancake , recipient = teacher ) )
The dog beside the lion said that a girl beside the seat rolled Mia .	say ( agent = * dog ( nmod . beside = * lion ) , ccomp = roll ( agent = girl ( nmod . beside = * seat ) , theme = Mia ) )
A book in the room was rolled .	roll ( theme = book ( nmod . in = * room ) )
The girl beside the stage found the banana in a bucket .	find ( agent = * girl ( nmod . beside = * stage ) , theme = * banana ( nmod . in = bucket ) )
The box beside a shoe was given to Ava .	give ( theme = * box ( nmod . beside = shoe ) , recipient = Ava )
